20160501 180100;17.854000;17.861000;17.847000;17.849000;0
20160501 180200;17.847000;17.864000;17.847000;17.864000;0
20160501 180300;17.862000;17.867000;17.854000;17.857000;0
20160501 180400;17.855000;17.859000;17.842000;17.844000;0
20160501 180500;17.846000;17.848000;17.834000;17.834000;0
20160501 180600;17.836000;17.836000;17.829000;17.831000;0
20160501 180700;17.829000;17.833000;17.829000;17.831000;0
20160501 180800;17.834000;17.842000;17.834000;17.840000;0
20160501 180900;17.838000;17.838000;17.836000;17.836000;0
20160501 181000;17.835000;17.836000;17.834000;17.834000;0
20160501 181100;17.831000;17.831000;17.827000;17.829000;0
20160501 181200;17.828000;17.833000;17.828000;17.833000;0
20160501 181300;17.830000;17.834000;17.827000;17.827000;0
20160501 181500;17.829000;17.831000;17.827000;17.831000;0
20160501 181600;17.830000;17.830000;17.828000;17.828000;0
20160501 181700;17.826000;17.828000;17.825000;17.825000;0
20160501 181800;17.826000;17.826000;17.816000;17.819000;0
20160501 181900;17.819000;17.823000;17.817000;17.823000;0
20160501 182000;17.823000;17.827000;17.823000;17.824000;0
20160501 182100;17.826000;17.831000;17.824000;17.831000;0
20160501 182200;17.834000;17.834000;17.832000;17.833000;0
20160501 182300;17.831000;17.831000;17.830000;17.830000;0
20160501 182400;17.829000;17.829000;17.819000;17.819000;0
20160501 182500;17.817000;17.820000;17.816000;17.818000;0
20160501 182600;17.808000;17.822000;17.808000;17.819000;0
20160501 182700;17.816000;17.821000;17.816000;17.820000;0
20160501 182800;17.818000;17.818000;17.812000;17.812000;0
20160501 182900;17.812000;17.814000;17.812000;17.813000;0
20160501 183000;17.814000;17.821000;17.814000;17.821000;0
20160501 183100;17.820000;17.821000;17.817000;17.817000;0
20160501 183200;17.817000;17.818000;17.817000;17.817000;0
20160501 183400;17.816000;17.816000;17.816000;17.816000;0
20160501 183500;17.814000;17.815000;17.814000;17.815000;0
20160501 183600;17.816000;17.816000;17.815000;17.815000;0
20160501 183700;17.816000;17.816000;17.816000;17.816000;0
20160501 183800;17.814000;17.814000;17.814000;17.814000;0
20160501 183900;17.815000;17.815000;17.814000;17.814000;0
20160501 184000;17.815000;17.815000;17.806000;17.806000;0
20160501 184100;17.804000;17.806000;17.804000;17.805000;0
20160501 184200;17.806000;17.806000;17.802000;17.802000;0
20160501 184300;17.804000;17.806000;17.804000;17.805000;0
20160501 184400;17.806000;17.806000;17.806000;17.806000;0
20160501 184600;17.804000;17.804000;17.802000;17.803000;0
20160501 184700;17.804000;17.806000;17.804000;17.805000;0
20160501 184800;17.806000;17.806000;17.805000;17.806000;0
20160501 184900;17.805000;17.805000;17.805000;17.805000;0
20160501 185000;17.804000;17.806000;17.804000;17.806000;0
20160501 185100;17.808000;17.811000;17.806000;17.808000;0
20160501 185200;17.807000;17.807000;17.807000;17.807000;0
20160501 185300;17.808000;17.815000;17.808000;17.813000;0
20160501 185400;17.814000;17.816000;17.812000;17.814000;0
20160501 185500;17.816000;17.816000;17.814000;17.814000;0
20160501 185600;17.816000;17.816000;17.813000;17.813000;0
20160501 185700;17.811000;17.814000;17.811000;17.814000;0
20160501 185800;17.814000;17.816000;17.814000;17.816000;0
20160501 185900;17.815000;17.822000;17.815000;17.822000;0
20160501 190000;17.823000;17.825000;17.822000;17.822000;0
20160501 190100;17.822000;17.826000;17.821000;17.823000;0
20160501 190200;17.824000;17.825000;17.820000;17.820000;0
20160501 190300;17.819000;17.827000;17.811000;17.825000;0
20160501 190400;17.826000;17.826000;17.825000;17.825000;0
20160501 190500;17.826000;17.826000;17.826000;17.826000;0
20160501 190700;17.827000;17.832000;17.827000;17.828000;0
20160501 190800;17.827000;17.828000;17.827000;17.828000;0
20160501 190900;17.830000;17.831000;17.830000;17.830000;0
20160501 191000;17.831000;17.831000;17.827000;17.827000;0
20160501 191100;17.829000;17.832000;17.829000;17.830000;0
