2016-07-11 00:00;20.3705;20.3652;20.3535;20.3443
2016-07-11 00:01;20.3705;20.3385;20.3705;20.334
2016-07-11 00:02;20.3465;20.336;20.3345;20.3345
2016-07-11 00:03;20.371;20.3675;20.3365;20.331
2016-07-11 00:04;20.3975;20.3965;20.3667;20.3645
2016-07-11 00:05;20.392;20.391;20.391;20.383
2016-07-11 00:06;20.4205;20.4158;20.3925;20.3925
2016-07-11 00:07;20.4168;20.4075;20.4168;20.3945
2016-07-11 00:08;20.407;20.404;20.406;20.404
2016-07-11 00:09;20.41;20.4055;20.404;20.404
2016-07-11 00:10;20.4237;20.4237;20.408;20.408
2016-07-11 00:11;20.4275;20.4232;20.4255;20.4195
2016-07-11 00:12;20.4185;20.402;20.4185;20.402
2016-07-11 00:13;20.398;20.398;20.398;20.398
2016-07-11 00:14;20.404;20.404;20.39;20.38
2016-07-11 00:15;20.3997;20.3882;20.3997;20.3695
2016-07-11 00:16;20.3885;20.38;20.3885;20.377
2016-07-11 00:17;20.4025;20.4025;20.386;20.383
2016-07-11 00:18;20.4115;20.4093;20.408;20.408
2016-07-11 00:19;20.4135;20.409;20.4135;20.4082
2016-07-11 00:20;20.4032;20.3888;20.4032;20.388
2016-07-11 00:21;20.388;20.388;20.388;20.388
2016-07-11 00:22;20.3895;20.3865;20.3895;20.3865
2016-07-11 00:23;20.382;20.3785;20.382;20.3765
2016-07-11 00:24;20.3877;20.3877;20.3785;20.3785
2016-07-11 00:25;20.4045;20.4045;20.387;20.387
2016-07-11 00:26;20.413;20.4078;20.404;20.4015
2016-07-11 00:27;20.4183;20.4025;20.4183;20.4005
2016-07-11 00:28;20.41;20.41;20.401;20.401
2016-07-11 00:29;20.4258;20.4215;20.412;20.41
2016-07-11 00:30;20.424;20.419;20.421;20.416
2016-07-11 00:31;20.424;20.415;20.424;20.415
2016-07-11 00:32;20.4225;20.4175;20.4175;20.4175
2016-07-11 00:33;20.4185;20.412;20.4185;20.412
2016-07-11 00:35;20.437;20.437;20.427;20.422
2016-07-11 00:36;20.4545;20.454;20.434;20.434
2016-07-11 00:37;20.456;20.437;20.456;20.4305
2016-07-11 00:38;20.4515;20.4515;20.4345;20.4345
2016-07-11 00:39;20.442;20.427;20.4395;20.424
